[?25l[90m|[39m
[35mΓÇó[39m  Fetching functions[1G[J[35mo[39m  Fetching functions[1G[J[35mO[39m  Fetching functions[1G[J[?25h
  
   ID                                   | NAME                               | SLUG                               | STATUS | VERSION | UPDATED_AT (UTC)    
   8a1fce9b-bdf4-47a3-bea6-0cee5227a318 | kos-compliance-engine              | kos-compliance-engine              | ACTIVE | 1       | 2026-07-17 10:18:29 
   e7cb72ec-9cd3-43c5-b974-d170d28bf1e4 | kos-deploy-hook                    | kos-deploy-hook                    | ACTIVE | 1       | 2026-07-17 10:18:37 
   675f9763-11f4-42ec-99bf-a5ed7ae6f8a1 | kos-esg-materialite                | kos-esg-materialite                | ACTIVE | 1       | 2026-07-17 10:18:40 
   c0f45c66-ef96-4fee-bbd2-b4984f03da0a | kos-force-index                    | kos-force-index                    | ACTIVE | 1       | 2026-07-17 10:18:42 
   8019a24e-89f2-454c-8087-a780807c359b | kos-geo-visibility-engine          | kos-geo-visibility-engine          | ACTIVE | 1       | 2026-07-17 10:18:45 
   cd722fab-e686-47f6-bfe8-613c0fd35ca5 | kos-kyc-automated-engine           | kos-kyc-automated-engine           | ACTIVE | 1       | 2026-07-17 10:19:08 
   4cb5004a-6673-4f5a-acdd-ae29341f4cb4 | kos-lead-scoring                   | kos-lead-scoring                   | ACTIVE | 1       | 2026-07-17 10:19:11 
   cc82222f-33b7-42b8-8d02-29132155f4e2 | kos-memory-engine                  | kos-memory-engine                  | ACTIVE | 1       | 2026-07-17 10:19:27 
   82041efb-0215-4c20-a769-1a8777f7221e | kos-meta-publisher                 | kos-meta-publisher                 | ACTIVE | 1       | 2026-07-17 10:19:34 
   04249396-e442-4990-b254-2f150b747fc1 | kos-methodology-engine             | kos-methodology-engine             | ACTIVE | 1       | 2026-07-17 10:19:37 
   f3ab32b2-6d32-41f9-bf99-ff4fe79503d1 | kos-multilang-generator            | kos-multilang-generator            | ACTIVE | 1       | 2026-07-17 10:19:40 
   997c1d5f-2ef6-4d81-8e1b-afbb43cdff64 | kos-note-ca                        | kos-note-ca                        | ACTIVE | 1       | 2026-07-17 10:19:42 
   e525e6b9-93bc-4adc-b28e-914b955741cf | kos-orchestrator-engine            | kos-orchestrator-engine            | ACTIVE | 1       | 2026-07-17 10:19:47 
   a940ed2f-fa4b-426e-9852-73538d7a8233 | kos-page-regenerator               | kos-page-regenerator               | ACTIVE | 1       | 2026-07-17 10:19:51 
   5199ca3c-7213-4601-9896-7fc3cddb4228 | kos-platform-credentials           | kos-platform-credentials           | ACTIVE | 1       | 2026-07-17 10:20:08 
   b9c0dc69-2d2f-453d-a198-28cd59657ffa | kos-provisions-creances-cobac      | kos-provisions-creances-cobac      | ACTIVE | 1       | 2026-07-17 10:20:11 
   1ed3ebeb-0527-4f60-b8d9-f599959d656c | kos-prudential-ratios-umoa         | kos-prudential-ratios-umoa         | ACTIVE | 1       | 2026-07-17 10:20:15 
   7e85d58e-0944-47ee-a27b-d6f3fe6a445f | kos-public-api-score-v2            | kos-public-api-score-v2            | ACTIVE | 1       | 2026-07-17 10:20:17 
   d4be26bd-cae8-4c79-9298-67bb4bd2af75 | kos-quiz-cobac-v5                  | kos-quiz-cobac-v5                  | ACTIVE | 1       | 2026-07-17 10:20:30 
   5f8d18a3-9384-48b8-8195-7ae8890bd764 | kos-regulator-sla-monitor          | kos-regulator-sla-monitor          | ACTIVE | 1       | 2026-07-17 10:20:39 
   81ee2c38-fefc-4ed1-bb3a-ff9cc11aceb2 | kos-regulatory-intelligence-engine | kos-regulatory-intelligence-engine | ACTIVE | 1       | 2026-07-17 10:20:44 
   77a4572d-36ed-4a8f-9380-8894d5654cfb | kos-regulatory-quality-assurance   | kos-regulatory-quality-assurance   | ACTIVE | 1       | 2026-07-17 10:20:47 
   d7b7c98d-01b2-417e-af4f-696a8bba28e7 | kos-regulatory-video-brief         | kos-regulatory-video-brief         | ACTIVE | 1       | 2026-07-17 10:20:53 
   9a130d99-3ce6-4378-b469-15298f302bd0 | kos-reply-bot                      | kos-reply-bot                      | ACTIVE | 1       | 2026-07-17 10:20:56 
   9d1cfd07-5323-4d58-829c-7a9554a9abdb | kos-revalidate                     | kos-revalidate                     | ACTIVE | 1       | 2026-07-17 10:21:00 
   83b0bf8f-78df-4913-a5f8-a77ac3602286 | kos-risk-mapping-cobac             | kos-risk-mapping-cobac             | ACTIVE | 1       | 2026-07-17 10:21:03 
   b6a44bd6-7002-4545-afef-07d918462ff2 | kos-risk-register                  | kos-risk-register                  | ACTIVE | 1       | 2026-07-17 10:21:06 
   d5fd2a61-fb18-4932-aa19-c2f4f74d3241 | kos-solvability-monitor            | kos-solvability-monitor            | ACTIVE | 1       | 2026-07-17 10:21:45 
   00e67768-7d1d-4107-b087-46da25282219 | kos-source-validator               | kos-source-validator               | ACTIVE | 1       | 2026-07-17 10:21:48 
   27cd3bd6-b846-4641-baee-bb66bdddeb52 | kos-studio-media-generator         | kos-studio-media-generator         | ACTIVE | 1       | 2026-07-17 10:21:51 
   4672aeff-548f-46b2-9a97-705193446316 | kos-linkedin-hub                   | kos-linkedin-hub                   | ACTIVE | 3       | 2026-07-17 12:16:55 
   29d30c41-aa8e-4f0e-b4bf-f46a65d872e0 | kos-tender-hub                     | kos-tender-hub                     | ACTIVE | 1       | 2026-07-17 12:45:54 
   5f52594a-d16b-48af-bf08-c3592891c3b0 | kos-rag-hub                        | kos-rag-hub                        | ACTIVE | 1       | 2026-07-17 12:55:30 
   cf817376-9e06-4542-8f11-1635e4d50c70 | kos-ai-agents-hub                  | kos-ai-agents-hub                  | ACTIVE | 2       | 2026-07-17 13:18:03 
   e16e5760-1088-4009-8b8c-aec3105303bc | kos-scraper-hub                    | kos-scraper-hub                    | ACTIVE | 1       | 2026-07-17 13:28:16 
   cb739484-7518-474c-8ee1-1a585622d17d | kos-storage-hub                    | kos-storage-hub                    | ACTIVE | 1       | 2026-07-17 13:34:29 
   17662f3e-77ca-42b2-855a-8c734dd490de | kos-auth-hub                       | kos-auth-hub                       | ACTIVE | 1       | 2026-07-17 13:38:46 
   98b09b2d-2288-4d19-92a8-2813c6549788 | kos-router-hub                     | kos-router-hub                     | ACTIVE | 1       | 2026-07-17 13:46:44 
   c81a80c0-c433-4cdc-b695-c26d59a2875b | kos-social-hub                     | kos-social-hub                     | ACTIVE | 1       | 2026-07-17 13:48:20 
   c951f368-4b6f-498b-84de-dc280737ad2e | kos-rls-hub                        | kos-rls-hub                        | ACTIVE | 1       | 2026-07-17 13:50:04 
   ca64f3c7-be55-417b-93b0-bf72212a96f4 | kos-indexnow-hub                   | kos-indexnow-hub                   | ACTIVE | 1       | 2026-07-17 13:51:54 
   7828f0ac-7f70-4c13-84b9-c5501f4c5798 | kos-knowledge-hub                  | kos-knowledge-hub                  | ACTIVE | 1       | 2026-07-17 13:53:09 
   8c2b5d20-9a54-46cc-be5b-95deaa9c4570 | kos-publication-hub                | kos-publication-hub                | ACTIVE | 1       | 2026-07-17 13:55:45 
   3be7606f-889a-46b3-a623-33b6ba38eb90 | kos-audit-hub                      | kos-audit-hub                      | ACTIVE | 1       | 2026-07-17 13:58:58 
   39cc8d69-7996-47f9-87f2-e090f058c711 | kos-admin-hub                      | kos-admin-hub                      | ACTIVE | 1       | 2026-07-17 14:00:40 
   1acfd8e6-8356-4a0d-a1e0-b6cc9987e1bd | kos-seo-hub                        | kos-seo-hub                        | ACTIVE | 1       | 2026-07-17 14:02:04 
   60e62141-5b78-45d2-84ca-fe2e1ae38594 | kos-security-hub                   | kos-security-hub                   | ACTIVE | 1       | 2026-07-17 14:32:36 
   a060bf19-d832-45de-819b-62973d8aac30 | kos-content-hub                    | kos-content-hub                    | ACTIVE | 1       | 2026-07-17 14:33:57 
   d14f99af-ea15-4897-b96e-afb1acb5721b | kos-kpi-hub                        | kos-kpi-hub                        | ACTIVE | 1       | 2026-07-17 14:35:01 
   576386bc-4044-4be8-a60c-905be9307f86 | kos-regulatory-hub                 | kos-regulatory-hub                 | ACTIVE | 1       | 2026-07-17 14:36:05 

